address	categories	city	country_code	country_name	description	domain	domain_suffix	email	language	link	name	page_type	phone	phone_country_code	raw_address	raw_phone	region_code	region_name	site_name	text	tld	zip_code
1460 arlington st, r2x1t6, winnipeg, mb, canada, manitoba	Chiropractors|Massage Therapists|Sports Medicine & Physical Therapy	winnipeg	ca	canada		rechargesportstherapy.com	com		en	https://chariotsofsimcoe.com	Recharge Sports Therapy	LocalBusiness	12046154915	ca	1460 Arlington St Unit 6	+1 204-615-4915	mb	manitoba	Recharge Physio	"5.0 (66) · Physiotherapist 1460 Arlington St Unit 6 Closed ⋅ Opens 7AM Mon · +1 204-615-4915 \They have everything you could possibly need for therapy.\"""""	com	r2x1t6
419 notre dame, n0r 1a0, belle river, on, canada, ontario	Auto Services	belle river	ca	canada		lakeshore.ca	ca		en		Town of Lakeshore		15197282700	ca	Belle River, ON, Canada	+1 519-728-2700	on	ontario	Municipality of Lakeshore	2.3 (6) · Government Belle River, ON, Canada Open ⋅ Closes 4:30PM · +1 519-728-2700	ca	n0r 1a0
51 hastings street n, k0l 1c0, bancroft, on, canada, ontario	Business Associations	whitney	ca	canada		bancroftdistrict.com	com		en		Bancroft & District Chamber of Commerce		16133321513	ca	Bancroft, ON, Canada	+1 613-332-1513	on	ontario	Bancroft & District Chamber of Commerce	3.7 (3) · Chamber of Commerce Bancroft, ON, Canada Closed ⋅ Opens 10AM Tue · +1 613-332-1513	com	
801 water st, 15701-1705, indiana, pa, pennsylvania	Auto Services	indiana	us	united states	Bois Franc Richelieu, spécialiste du recouvrement de sol et de finition d'intérieure, vente et installation. Sans oublier les escaliers, portes et moulures Products Bois Franc et huilé, Céramique, Flottant, Vinyle, Escaliers, portes et moulures	icopd.org	org	info@bfri.ca	en	http://bfri.ca	Indiana County Office of Planning & Development	LocalBusiness	17244653870	us	Indiana, PA	(724) 465-3870	pa	pennsylvania	ICOPD	No reviews · County government office Indiana, PA (724) 465-3870	org	157011705
92 commerce park dr, l4n 8w8, barrie, on, canada, ontario	CPR Training|Ambulances & Rescue Squads	barrie	ca	canada		actionfirstaid.ca	ca		en		Action First Aid		18663477824	us	Bracebridge, ON, Canada · In Mini Mall Storage Properties	+1 866-347-7824	on	ontario	SaveStation Outdoor Products	5.0 (1) · Education center Bracebridge, ON, Canada · In Mini Mall Storage Properties Open ⋅ Closes 4:30PM · +1 866-347-7824	ca	l4n 8w8
2300 yonge street company: riocan, m4r 1k8, toronto, on, canada, ontario	Malls & Shopping Centers	toronto	ca	canada	Dare County Schools May 5 at 5:00 AM · Attention 2021-2022 Seniors! Twelfth graders in North Carolina are required to receive their second dose of the meningitis vaccine before the start of their senior year. These vaccines are readily available at the Manteo, Frisco, and Nags Head health department offices, or at various local primary care providers' offices. Don't wait until the end of summer - appointments fill quickly in Dare County! For more information, contact your school nurse or the Department of Public Health at 252-475-5003.	yongeeglintoncentre.com	com		en	https://daretolearn.org	Yonge Eglinton Centre	LocalBusiness	14164892300	ca	Toronto, ON, Canada	+1 416-489-2300	on	ontario	Yonge Eglinton Centre	4.0 (5,013) · Shopping mall Toronto, ON, Canada Open ⋅ Closes 9PM · +1 416-489-2300 Multi-level indoor mall featuring dozens of stores, plus dining options & a cinema.	com	m4r 1k8
14019 128 avenue nw, t5l 3h3, edmonton, ab, canada, alberta	Cabinet Makers	edmonton	ca	canada		gemcabinets.com	com		en		Gem Cabinets		17804548652	ca	Edmonton, AB, Canada	+1 780-454-8652	ab	alberta	Gem Cabinets	4.2 (108) · Cabinet maker Edmonton, AB, Canada Closed ⋅ Opens 8:30AM Mon · +1 780-454-8652	com	t5l 3h3
420, rue mcgill, bureau 302, h2y 2g1, montreal, qc, canada, quebec	Architects & Architectural Services	montreal	ca	canada		aappq.qc.ca	qc.ca		fr		Association des Architectes en pratique privée du Québec		15149374140	ca	7+ years in business · Montreal, Quebec, Canada	+1 514-937-4140	qc	quebec	AAPPQ	5.0 (1) · Architect 7+ years in business · Montreal, Quebec, Canada Closed ⋅ Opens 9AM Mon · +1 514-937-4140	ca	h2y 2g1
22 fifth street, l3b 4z3, welland, on, canada, ontario	Social Services & NGOs|Churches & Religious Organizations	welland	ca	canada		openarmsmissionwelland.com	com		en		Open Arms Mission of Welland Inc		19057883800	ca	Welland, ON, Canada	+1 905-788-3800	on	ontario	Open Arms	"4.6 (35) · Non-profit organization Welland, ON, Canada Closed ⋅ Opens 9AM · +1 905-788-3800 \Great place to volunteer and much needed\"""""	com	l3b 4z3
1709 front rd., n0e 1p0, norfolk county, on, canada, ontario	Wine Shops & Wineries		ca	Canada		burningkilnwinery.ca	ca		en		Burning Kiln Winery		15195869858	ca	St Williams, ON, Canada	+1 519-586-9858			Burning Kiln Winery	4.3 (173) · Winery St Williams, ON, Canada Closed ⋅ Opens 12PM Mon · +1 519-586-9858 No delivery	ca	
волочаевская ул., 12а, стр. 1, 111033, moscow, russia, moscow	Medical Supply Manufacturers	moscow	ru	russia		nsella.ru	ru		ru		N.sella		74957717539	ru	Volochayevskaya Ulitsa, 12А, стр. 1 · In Перекрёсток	+7 495 771-75-39	mow	moscow	N.Sella	3.5 (2) · Medical equipment supplier Volochayevskaya Ulitsa, 12А, стр. 1 · In Перекрёсток Closed ⋅ Opens 9:30AM Wed · +7 495 771-75-39	ru	111033
1385 avenue lapierre, g3e 1h7, quebec, qc, canada, quebec	Pumps & Hydraulics Manufacturing	l'ancienne-lorette southwest	ca	canada		locationbeauport.com	com		fr		Location Beauport		14186641902	ca	Quebec City, Quebec, Canada	+1 418-664-1902	qc	quebec	Location d'outils Beauport	4.4 (76) · Trailer rental service 312 Rue Seigneuriale Closed ⋅ Opens 7AM Mon · +1 418-664-1902	com	
5539 1 St SE, Calgary, AB T2G 3H1, Canada	Home Builders & Renovation Contractors	calgary	ca	canada		empirecustomhomes.com	com		en		Empire Custom Homes		14032141565	ca	7+ years in business · Calgary, AB, Canada	+1 403-214-1565	ab	alberta	Empire Custom Homes	4.5 (2) · Home builder 7+ years in business · Calgary, AB, Canada Closed ⋅ Opens 9AM Mon · +1 403-214-1565	com	t2g 3h1
4200 dorchester blvd. suite 200, h3z 1v4, westmount, qc, canada, quebec	Plastic Surgery Clinics	westmount	ca	canada		sandramcgill.ca	ca		fr		Dr. Sandra McGill		15145083900	ca	217 King St · In Citi Plaza	+1 519-434-5718	qc	quebec	Dr Sandra McGill	Parking lot 217 King St · In Citi Plaza	ca	h3z 1v4
70 frid st . . . now at the front of the building, l8p4m4, hamilton, on, canada, ontario	Gyms, Fitness & Health Centers	hamilton	ca	canada		gravityclimbinggym.com	com		en		Gravity Climbing Gym - Hamilton		19055228778	ca	Hamilton, ON, Canada	+1 905-522-8778	on	ontario	Gravity Climbing Gym	"4.6 (253) · Gym Hamilton, ON, Canada Temporarily closed · +1 905-522-8778 \This is an amazing rock climbing gym.\"""""	com	l8p 4m4
205 boulevard curé labelle, suite 102, h7l 2z9, laval, qc, canada, quebec	Fitness & Health Centers|Yoga Studios	laval	ca	canada		centreyogasante.ca	ca		fr		Centre Yoga Santé Laval		14506229642	ca	Sainte-Rose, Quebec, Kanada · +1 450-622-9642	+1 450-622-9642	qc	quebec	Centre Yoga Sante	4,9 (103) · Yogaseminarzentrum Sainte-Rose, Quebec, Kanada · +1 450-622-9642 Service/Leistungen vor Ort·Onlinekurse	ca	h7l 2z9
430-605 robson street, v6b 5j3, vancouver, bc, canada, british columbia	Real Estate - Agents & Managers	vancouver	ca	canada		williamwright.ca	ca		en		William Wright Commercial		16044285255	ca	5+ years in business · 605 Robson St #430	+1 604-428-5255	bc	british columbia	William Wright Commercial	5.0 (61) · Real estate agency 5+ years in business · 605 Robson St #430 Closed ⋅ Opens 8:30AM · +1 604-428-5255	ca	v6b 5j3
401 w main st, 29536, dillon, sc, south carolina	Executive, Legislative & Government Institutions	dillon	us	united states		cityofdillonsc.us	us		en		City of Dillon, SC - Government		18437740040		Dillon, SC	(843) 774-0040	sc	south carolina	City of Dillon, SC	3.0 (2) · City government office Dillon, SC Closed ⋅ Opens 8AM Tue · (843) 774-0040	us	29536
123 rosedale ave, 60108, bloomingdale, il, illinois	Senior Care and Assisted Living Facilities	bloomingdale	us	united states		bloomingdaletownship.com	com		en		Bloomingdale Township Office		16305297715		Bloomingdale, IL	(630) 529-7715	il	illinois	Bloomingdale Township	5.0 (1) · City Hall Bloomingdale, IL Closed ⋅ Opens 8:30AM Mon · (630) 529-7715	com	60108
271 falmouth rd, 04105, falmouth, me, maine	Auto Services	falmouth	us	united states		falmouthme.org	org		en		Falmouth Town Hall		12077815253	us	Falmouth, ME, United States	+1 207-781-5253	me	maine	Falmouth Focus	"4.1 (9) · City or town hall Falmouth, ME, United States Closed ⋅ Opens 8AM Mon · +1 207-781-5253 \We have many business registrations to do ...\"""""	org	04105
progress ave, m1p2y7, toronto, on, canada, ontario	Tree Services	toronto	ca	canada		upanoak.ca	ca		en		Upanoak Tree Care Inc.		16472221737	ca		+1 647-222-1737	on	ontario	Royal & Sun Alliance	4.6 (9) · Tree service Open 24 hours · +1 647-222-1737	ca	
409 bell road, 13440, rome, ny, new york	Schools	rome	us	united states		romecsd.org	org		en		Rome City School District- Rome, New York		13153386500		Rome, NY	(315) 338-6500	ny	new york	Rome City School District	3.6 (10) · School district office Rome, NY Open ⋅ Closes 4PM · (315) 338-6500	org	13440
3285 e sparrow ave, 86004, flagstaff, az, us, arizona	Middle Schools	flagstaff	us	united states		fusd1.org	org		en	https://baltimorecityschools.org	Flagstaff Unified School District	LocalBusiness	19285276000		Flagstaff, AZ	(928) 527-6000	az	arizona	FUSD	3.5 (4) · School Flagstaff, AZ Open 24 hours · (928) 527-6000	org	86004
419 king st w, l1j 2k5, oshawa, on, canada, ontario	Malls & Shopping Centers	oshawa	ca	canada		oshawacentre.com	com		en	https://caringhomes.org/find-a-home/knowle-park-in-cranleigh	Oshawa Centre	LocalBusiness	19057286231	ca	Oshawa, ON, Canada	+1 905-728-6231	on	ontario	Ivanhoe Cambridge	4.3 (9,390) · Shopping mall Oshawa, ON, Canada Open ⋅ Closes 7PM · +1 905-728-6231 Enormous, modern mall with clothiers, jewellers, banks & doctors, plus a sprawling food court.	com	l1j 2k5
2544 bristol circle, l6h 5s1, oakville, on, canada, ontario	Dance Studios & Schools	oakville	ca	canada		canadiandancecompany.com	com		en		Canadian Dance Company		19058294566	ca	North York, ON, Canada	+1 416-398-0019	on	ontario	CORE	4.8 (114) · Flooring store North York, ON, Canada Open ⋅ Closes 5PM · +1 416-398-0019 Family-owned showroom for hardwood, laminate & carpeting options, plus refinishing & installation. In-store shopping·Delivery	com	l6h 5s1
229 kingold boulevard, 28580, snow hill, nc, north carolina	Courthouses	snow hill	us	united states		greenecountync.gov	gov		en		Greene County Government, NC		12527473446		Snow Hill, NC	(252) 747-3446	nc	north carolina	Greene County, North Carolina	No reviews · County government office Snow Hill, NC (252) 747-3446	gov	28580
Toronto, ON, Canada	Barber Shops|Spa & Wellness Centers|Spa & Wellness Centers	toronto	ca	canada		kingthaimassage.com	com		en		King Thai Massage Health Care Centre		14169241818	ca	Toronto, ON, Canada	+1 416-924-1818	on	ontario	King Thai Massage Health Care Centre	4.6 (122) Toronto, ON, Canada	com	m4v 1k6
560 brant street, l7r 2g8, burlington, on, canada, ontario	Spa & Wellness Centers	burlington	ca	canada		beautydestination.ca	ca		en		Beauty Destination Spa n Esthetics		19056391800	ca	Burlington, ON, Canada	+1 905-639-1800	on	ontario	Beauty Destination Spa n Esthetics	"5.0 (58) · Spa Burlington, ON, Canada Temporarily closed · +1 905-639-1800 \I had an eye lash tint and it was amazing as well as a face massage ...\"""""	ca	l7r 2g8
401 4th street, 51054, sergeant bluff, ia, iowa	Executive, Legislative & Government Institutions	sergeant bluff	us	united states		cityofsergeantbluff.com	com		en		Sergeant Bluff City Hall		17129434244		401 4th St	(712) 943-4244	ia	iowa	City of Sergeant Bluff	5.0 (2) · City government office 401 4th St Open ⋅ Closes 5PM · (712) 943-4244	com	51054
6802 east freeway, 77521, baytown, tx, us, texas	Metal Plating, Polishing & Coloring	baytown	us	united states		knightis.com	com		en		Knight Industrial Services		12814215049	us	Baytown, TX	(281) 421-5049	tx	texas	Knight Industrial Services	3.8 (28) · Scaffolder Baytown, TX Open ⋅ Closes 5PM · (281) 421-5049	com	77521
2960 rue des prairies, g8v1w5, trois-rivières, qc, canada, quebec	Landscaping & Lawn Services	trois-rivieres	ca	canada		techni-sol.com	com		fr		Techni-Sol Pelouse Neault inc.		18193738191	ca	7+ years in business · Trois-Rivières, Quebec, Canada	+1 819-373-8191	qc	quebec	Techni-Sol	2.7 (25) · Excavating contractor 7+ years in business · Trois-Rivières, Quebec, Canada Closed ⋅ Opens 8AM Mon · +1 819-373-8191	com	g8v1w5
1081 brevik place, l4w 3r7, mississauga, on, canada, ontario	Sports & Leisure - Clubs, Fields & Pitches	mississauga	ca	canada		thebaseballzone.ca	ca		en		The Baseball Zone		19052389663	ca	Mississauga, ON, Canada	+1 905-238-9663	on	ontario	Peel Region	"4.5 (73) · Baseball club Mississauga, ON, Canada Opens soon ⋅ 1PM · +1 905-238-9663 \Great baseball training facility with very good instructors.\"""""	ca	l4w 3r7
233 s main st, 45050, monroe, oh, ohio	Executive, Legislative & Government Institutions	monroe	us	united states		monroeohio.org	org		en		City of Monroe, Ohio		15135397374		233 S Main St	(513) 539-7374	oh	ohio	City of Monroe	3.0 (2) · City government office 233 S Main St Closed ⋅ Opens 8AM Mon · (513) 539-7374	org	45050
719 n main st, 29571, marion, sc, south carolina	Middle Schools	marion	us	united states		marion.k12.sc.us	k12.sc.us		en		Marion County School District, South Carolina		18434231811	us	Marion, SC	(843) 423-1811	sc	south carolina	Marion County School District	"3.7 (7) · School Marion, SC Closed ⋅ Opens 8AM · (843) 423-1811 \They were really helpful in getting kids registered for public school.\"""""	us	29571
10 se squaxin lane, shelton, wa 98584, 98584, shelton, wa, washington	Executive, Legislative & Government Institutions	shelton	us	united states		squaxinisland.org	org				Squaxin Island Tribe		13604269781			(360) 426-9781	wa	washington	Squaxin Island Tribe	4.3 (1,699) 10 SE Squaxin Ln (360) 426-9781	org	98584 98584
1 riverside dr, 06118, east hartford, ct, connecticut	Colleges & Universities	east hartford	us	united states		goodwin.edu	edu		en		Goodwin University		18008893282	us	East Hartford, CT	(800) 889-3282	ct	connecticut	Goodwin University	No reviews · University East Hartford, CT (800) 889-3282	edu	06118
125 spence st., 77843, college station, tx, texas	Colleges & Universities	college station	us	united states		engineering.tamu.edu	edu		en		Texas A&M Engineering		19798457200		College Station, TX	(979) 845-7200	tx	texas	Zachry Engineering Education Complex	No reviews · University department College Station, TX (979) 845-7200	edu	77843
2372, boulevard saint-martin est, h7e 5a4, laval, qc, canada, quebec	Architects & Architectural Services	mirabel	ca	canada		tla-architectes.com	com		fr		TLA Architectes		14506299992	ca	7+ years in business · Laval, Quebec, Canada	+1 450-629-9992	qc	quebec	TLA Architectes	4.7 (12) · Architect 7+ years in business · Laval, Quebec, Canada Closed ⋅ Opens 8AM Mon · +1 450-629-9992	com	
9606 n mopac expy, ste 500, 78759, austin, tx, texas	Real Estate Rental	austin	us	united states		cwsapartments.com	com				CWS Apartment Homes		18006486096		Austin, TX · In Stonebridge Plaza I · (800) 648-6096	(800) 648-6096	tx	texas	CWS Apartment Homes	Corporate office Austin, TX · In Stonebridge Plaza I · (800) 648-6096 Closed ⋅ Opens 8:30AM Mon	com	78759
323 s. front st., 43420, fremont, oh, ohio	Executive, Legislative & Government Institutions	fremont	us	united states		fremontohio.org	org		en		The City of Fremont Ohio		14193345900		Fremont, OH	(419) 334-5900	oh	ohio	The City of Fremont Ohio	No reviews · City government office Fremont, OH Closed ⋅ Opens 8:30AM Mon · (419) 334-5900	org	43420
400 consumers rd., m2j 1p8, toronto, on, canada, ontario	Churches & Religious Organizations	ottawa	ca	canada		lifesavingsociety.com	com		en		Lifesaving Society Ontario		14164908844	ca	7+ years in business · North York, ON, Canada	+1 416-490-8844	on	ontario	Lifesaving Society	3.8 (37) · Association or organization 7+ years in business · North York, ON, Canada Open ⋅ Closes 5PM · +1 416-490-8844	com	m2j 1p8
2207 gateway drive, 36801, opelika, al, alabama	Social Services & NGOs	opelika	us	united states		lrcog.com	com				Lee-Russell  Council of Governments		13347495264		Opelika, AL	(334) 749-5264	al	alabama	LRCOG	4.4 (8) · Social services organization Opelika, AL Closed ⋅ Opens 8AM Mon · (334) 749-5264	com	36801
23550 loop 494, 77365, porter, tx, texas	Fire Departments & Fire Protection	porter	us	united states		porterfire.com	com		en		Porter Fire Department		12813546666	us	Porter, TX	(281) 354-6666	tx	texas	Porter Fire Dept.	5.0 (4) · Fire station Porter, TX Open 24 hours · (281) 354-6666	com	77365
305 e main st, attica, in 47918-1323, united states, 47918-1323, attica, in, us, indiana	Executive, Legislative & Government Institutions	attica	us	united states		attica-in.gov	gov				Attica City Hall		17657622467	us	Attica, IN	(765) 762-2467	in	indiana	City of Attica	No reviews · Courthouse Attica, IN (765) 762-2467	gov	47918
105 south madison avenue, 10977, spring valley, ny, new york	Community Center	spring valley	us	united states	Family run business. Top Quality products with great warranties. Price range can depend on customers needs and wants. Additional Information Aurora Windows & Doors is a family run company based in Durham. We carry only high quality products with great warranties. Price range can depend on both the cu...stomers needs and wants. We also offer custom doors and right now you can receive our special of up to 30% off for this winter only. Visit our website today.  Products Vinyl Energy- Efficient Windows, Fiberglass Exterior Doors, Steel Exterior Doors, Patio Sliding Doors, Garden Doors, Awning Windows, Casement Windows, Fixed windows, Bay and Bow Windows, Hung Windows, Sliders, Basement Windows, Novatech Doors	ercsd.org	org	info@aurorawindows.ca	en	http://aurorawindows.ca	East Ramapo Central School District	LocalBusiness	18455776000		Spring Valley, NY	(845) 577-6000	ny	new york	East Ramapo Central School District	3.1 (42) · School bus service Spring Valley, NY (845) 577-6000	org	10977
485 lucas ave, r3c 2e6, winnipeg, mb, canada, manitoba	Driving Schools	brandon	ca	canada		firstclasstrainingcentre.com	com		en		First Class Training Centre Inc.		12046325302	ca	Rosser, MB, Canada	+1 204-632-5302	mb	manitoba	First Class Training Centre	No reviews · Training school Rosser, MB, Canada Closed ⋅ Opens 8AM Mon · +1 204-632-5302	com	r3c 2e6
500 w 185th st, 10033, new york, ny, new york	Colleges & Universities	new york	us	united states		yu.edu	edu		en		Yeshiva University		12129605400	us	New York, NY	(212) 960-5400	ny	new york	Yeshiva University	4.3 (42) · Private university New York, NY Closed ⋅ Opens 9AM Mon · (212) 960-5400	edu	10033
412 w. 9th st., 38401, columbia, tn, tennessee	Special Needs Education	columbia	us	united states		tkds.org	org		en		The King's Daughters' School		19313883810	us	Columbia, TN	(931) 388-3810	tn	tennessee	KDS	4.8 (10) · Life coach Columbia, TN Open 24 hours · (931) 388-3810	org	38401
bay 15, 6130 4 street se, t2h2h9, calgary, ab, canada, alberta	Animal Training	calgary	ca	canada		dawgtired.ca	ca		en		Dawg Tired Inc.		14037197225	ca	3+ years in business · Calgary, AB, Canada	+1 403-719-7225	ab	alberta	Dawg Tired	"4.8 (5) · Corporate office 3+ years in business · Calgary, AB, Canada Closed ⋅ Opens 7:30AM · +1 403-719-7225 \Great friendly dog care!\"""""	ca	t2h 2b6
10219 112 st nw, t5k 1m7, edmonton, ab, canada, alberta	Travel Agencies	edmonton	ca	canada	Bright Star Montessori School offers integrated, individualized, academically challenging programs designed to meet the developmental needs of children.	maligayatravel.com	com	burnaby@brightstarmontessori.ca	en	http://brightstarmontessori.ca	Maligaya Travel	LocalBusiness	17804487310	ca	7+ years in business · 10219 112 St NW	+1 780-448-7310	ab	alberta	Maligaya Travel	"4.6 (16) · Travel agency 7+ years in business · 10219 112 St NW Open ⋅ Closes 6PM · +1 780-448-7310 \After my last posting I was contacted by Maligaya Travel .\"""""	com	t5k 1m7
central sugars refinery sdn bhd batu tiga, 40000, shah alam, selangor, malaysia, selangor	Business Consulting	tsuen wan	my	hong kong		csr-malaysia.com.my	com.my				CSR Teman Sajian		60355207200	my	Shah Alam, Selangor, Malaysia	+60 3-5520 7200	10	tsuen wan district	CSR	3.7 (26) · Sugar factory Shah Alam, Selangor, Malaysia Closed ⋅ Opens 8:30AM · +60 3-5520 7200	my	40000
100 n 20th st, 19103, philadelphia, pa, pennsylvania	Social Services & NGOs|Social Services & NGOs	philadelphia	us	united states		phsonline.org	org		en	https://cbalincroftnj.org	PHS : Pennsylvania Horticultural Society	Organization	12159888800		100 N 20th St	(215) 988-8800	pa	pennsylvania	PHS	4.7 (43) · Non-profit organization 100 N 20th St Closed ⋅ Opens 9AM Mon · (215) 988-8800	org	19103
152 john st, l4n 2l2, barrie, on, canada, ontario	Electrical & Wiring Contractors	barrie	ca	canada		littleelectric.ca	ca		en		Brian's Little Electric Inc.,		17052527159	ca	Barrie, ON, Canada	+1 705-252-7159	on	ontario	Brian's Little Electric	"4.8 (31) · Electrical installation service Barrie, ON, Canada Open ⋅ Closes 4:30PM · +1 705-252-7159 \They are our go-to electrical contractor and we use them on every project.\"""""	ca	l4n 2l2
500 e main st, 72501, batesville, ar, arkansas	Executive, Legislative & Government Institutions	batesville	us	united states		cityofbatesville.com	com		en		The City of Batesville		18706982400	us	Batesville, AR, United States	+1 870-698-2400	ar	arkansas	City Of Batesville	3.0 (2) · City government office Batesville, AR, United States Closed ⋅ Opens 8AM Mon · +1 870-698-2400 Their website mentions city attorney's office is	com	72501
1090 peter robertson blvd unit # 106, l6r 3b3, brampton, on, canada, ontario	Security Guards & Patrol Services	brampton	ca	canada		casasecurity.ca	ca		en	https://almasa.com	CASA Security  INC	LocalBusiness	19052309100	ca	3+ years in business · Brampton, ON, Canada · In Karol Bagh Plaza	+1 905-230-9100	on	ontario	Casa Security	5.0 (29) · Supermarket 3+ years in business · Brampton, ON, Canada · In Karol Bagh Plaza Closed ⋅ Opens 10AM Mon · +1 905-230-9100	ca	l6r 3b3
902 herring ave e, 27893, wilson, nc, north carolina	Colleges & Universities	wilson	us	united states		wilsoncc.edu	edu		en	https://daikin.co.jp/ss/prd/filder_ceed	Wilson Community College	Organization	12522911195	us	Wilson, NC	(252) 291-1195	nc	north carolina	Wilson Community College	4.4 (31) · Community college Wilson, NC (252) 291-1195	edu	27893
1017 park st, 53528, cross plains, wi, us, wisconsin	Plastics Products	cross plains	us	united states		plasticingenuity.com	com		en		Plastic Ingenuity Inc.		16087983071	us	Cross Plains, WI	(608) 798-3071	wi	wisconsin	Plastic Ingenuity	4.0 (11) · Plastic fabrication company Cross Plains, WI Closed ⋅ Opens 8AM Mon · (608) 798-3071	com	53528
1130 gallison hill road, 05602, montpelier, vt, vermont	Middle Schools	montpelier	us	united states		wcsu32.org	org		en		Washington Central Superintendent Union		18022290553	us	Montpelier, VT, United States	+1 802-229-0553	vt	vermont	WCSU	No reviews · School Montpelier, VT, United States +1 802-229-0553	org	05602
120 e howard ave, 83422, driggs, id, idaho	Clinics - Surgeons & Physicians	driggs	us	united states		tvhcare.org	org		en		Teton Valley Health Care		12083542383	us	Driggs, ID, United States	+1 208-354-2383	id	idaho	Teton Valley Health	2.7 (40) · General hospital Driggs, ID, United States Open 24 hours · +1 208-354-2383 Emergency department: Open 24 hours	org	83422
1890 Laurel Ave, Beaumont, TX 77701	Housing Programs	beaumont	us	united states		bmtha.org	org		en		Beaumont Housing Authority		14099517200	us	Beaumont, TX	(409) 951-7200	tx	texas	Beaumont Housing Authority	4.3 (27) · Housing authority Beaumont, TX Open ⋅ Closes 4:30PM · (409) 951-7200	org	77701
149 w broad st, 30213, fairburn, ga, georgia	Ambulances & Rescue Squads	fairburn	us	united states		fairburn.com	com		en		Fairburn Fire		17709642244	us	Fairburn, GA, United States	+1 770-964-2244	ga	georgia	City of Fairburn, GA	3.5 (11) · City Hall Fairburn, GA, United States +1 770-964-2244	com	30213
200 rue deslauriers, h4n 1v8, montreal, qc, canada, quebec	Fruit & Vegetable - Markets & Stores	montreal	ca	canada		canamfruits.com	com		fr	https://allianz.com.au	Le Secret des Chefs	Organization	15144881148	ca	Saint-Laurent, Quebec, Canada	+1 514-488-1148	qc	quebec	Can-Am Fruits et Legumes	4.8 (13) · Food products supplier Saint-Laurent, Quebec, Canada Closed ⋅ Opens 9AM · +1 514-488-1148	com	h4n 1v8
27 willow vale, rocky view, t2p 2g7, calgary, ab, canada, alberta	Towing Wrecking & Roadside Assistance	airdrie	ca	canada		kwicktowing.ca	ca		en		Kwick Towing Inc		14035429211	ca	7+ years in business · Calgary, AB, Canada	+1 403-542-9211	ab	alberta	Kwick Towing	"4.7 (60) · Towing service 7+ years in business · Calgary, AB, Canada Open 24 hours · +1 403-542-9211 \Excellent and prompt service!\"""""	ca	t2p 2g7
1315 derry rd., east, l5t 1b6, mississauga, on, canada, ontario	Language & Speaking Schools	mississauga	ca	canada		logostraining.ca	ca		en		Logos Training Centre Inc.		19054877995	ca	3+ years in business · Mississauga, ON, Canada	+1 905-487-7995	on	ontario	Logos Training	4.2 (26) · English language school 3+ years in business · Mississauga, ON, Canada Open ⋅ Closes 8PM · +1 905-487-7995	ca	l5t 1b6
18100 rue des gouverneurs, j7j0g8, mirabel, qc, canada, quebec	Home Builders & Renovation Contractors	mirabel	ca	canada		crea-nova.ca	ca		fr		Créa-Nova inc		14504206682	ca	5+ years in business · Mirabel, Quebec, Canada	+1 450-420-6682	qc	quebec	Crea-Nova	4.7 (15) · Bathroom remodeler 5+ years in business · Mirabel, Quebec, Canada Closed ⋅ Opens 10AM Mon · +1 450-420-6682 In-store shopping	ca	j7j 0g8
827 n. rock hill road, 63119, rock hill, mo, us, missouri	Executive, Legislative & Government Institutions	annot	us	france		rockhillmo.net	net		en	https://chiromedic.ca	City of Rock Hill Missouri - Government	LocalBusiness	13149681410	us	St. Louis, MO, Vereinigte Staaten · +1 314-968-1410	+1 314-968-1410	mo	provence-alpes-cote d'azur	Webster Groves/Shrewsbury/Rock Hill Area Chamber of Commerce	3,3 (3) · Rathaus St. Louis, MO, Vereinigte Staaten · +1 314-968-1410 Geschlossen ⋅ Öffnet um 08:00 Mo	net	
9939 69ave, t6e 0t1, edmonton, ab, canada, alberta	Auto Services|Wheels & Tire Dealers|Auto Services	edmonton	ca	canada		thewheelclinic.ca	ca		en		The Wheel Clinic		17804059574	ca	9939 69 Ave NW	+1 780-405-9574	ab	alberta	The Wheel Clinic	4.9 (144) · Wheel store 9939 69 Ave NW Closed ⋅ Opens 8:30AM Mon · +1 780-405-9574 In-store shopping·Curbside pickup·Delivery	ca	t6e 0t1
2180 hymus, h9p 1j7, dorval, qc, canada, quebec	Fitness & Health Centers|Sporting & Recreational Camps	dorval	ca	canada		betabloc.ca	ca		fr		Beta Bloc Climbing/Escalade		15146830406	ca	Dorval, Quebec, Canada	+1 514-683-0406	qc	quebec	Beta Bloc	4.8 (363) · Rock climbing gym Dorval, Quebec, Canada Temporarily closed · +1 514-683-0406	ca	h9p 1j7
175 edward street, n5p4a8, saint thomas, on, canada, ontario	Fish Farms|Food Banks	st. thomas	ca	canada		colemunro.com	com		en		Cole-Munro Foods Group		15196376396	ca	St Thomas, ON, Canada	+1 519-637-6396	qc	ontario	Cole Munro	4.7 (12) · Seafood wholesaler St Thomas, ON, Canada Closed ⋅ Opens 8AM Mon · +1 519-637-6396	com	n5p4a8
347 jane street, toronto, on, canada, ontario	Shipping Couriers	toronto	ca	canada		bbeecourier.ca	ca		en		Busy Bee Courier Inc		12899750766	ca	347 Jane St · +1 289-975-0766	+1 289-975-0766	on	ontario	Home Busy Bee Shop	Courier service 347 Jane St · +1 289-975-0766 Closed ⋅ Opens 8AM Online appointments·Onsite services not available	ca	m6s 3z3
